SN,Buying Price (Long),Timestamp,Selling Price (Long),Timestamp,P/L,Selling Price (Short),Timestamp,Buying Price (Short),Timestamp,P/L
290,3046247,1/29/2019 1:57:04.000000000 PM,3045595,1/29/2019 1:59:26.000000000 PM,-331,3057697,1/29/2019 1:28:08.000000000 PM,3057797,1/29/2019 1:32:40.000000000 PM,-55
291,3045542,1/29/2019 2:01:44.000000000 PM,3046662,1/29/2019 2:03:48.000000000 PM,555,3057037,1/29/2019 1:37:18.000000000 PM,3057840,1/29/2019 1:39:16.000000000 PM,-406.5
292,3046925,1/29/2019 2:05:54.000000000 PM,3048847,1/29/2019 2:08:58.000000000 PM,956,3056805,1/29/2019 1:41:30.000000000 PM,3049410,1/29/2019 1:52:26.000000000 PM,3692.5
293,3048255,1/29/2019 2:11:26.000000000 PM,3047867,1/29/2019 2:12:58.000000000 PM,-199,3048695,1/29/2019 1:53:20.000000000 PM,3045390,1/29/2019 1:56:58.000000000 PM,1647.5
294,3048550,1/29/2019 2:13:28.000000000 PM,3049685,1/29/2019 2:17:08.000000000 PM,562.5,3045592,1/29/2019 1:59:26.000000000 PM,3045542,1/29/2019 2:01:44.000000000 PM,20
295,3051207,1/29/2019 2:18:06.000000000 PM,3050020,1/29/2019 2:19:14.000000000 PM,-598.5,3046790,1/29/2019 2:03:48.000000000 PM,3046925,1/29/2019 2:05:54.000000000 PM,-72.5
296,3050357,1/29/2019 2:22:58.000000000 PM,3049337,1/29/2019 2:24:48.000000000 PM,-515,3048905,1/29/2019 2:08:58.000000000 PM,3048255,1/29/2019 2:11:26.000000000 PM,320
297,3049992,1/29/2019 2:26:32.000000000 PM,3056937,1/29/2019 2:31:58.000000000 PM,3467.5,3047880,1/29/2019 2:12:58.000000000 PM,3048550,1/29/2019 2:13:28.000000000 PM,-340
298,3058952,1/29/2019 2:33:54.000000000 PM,3056855,1/29/2019 2:34:58.000000000 PM,-1053.5,3049682,1/29/2019 2:17:08.000000000 PM,3051207,1/29/2019 2:18:06.000000000 PM,-767.5
299,3057725,1/29/2019 2:38:00.000000000 PM,3058490,1/29/2019 2:41:14.000000000 PM,377.5,3050247,1/29/2019 2:19:14.000000000 PM,3050357,1/29/2019 2:22:58.000000000 PM,-60
300,3053600,1/29/2019 2:45:50.000000000 PM,3053247,1/29/2019 2:50:00.000000000 PM,-181.5,3049340,1/29/2019 2:24:48.000000000 PM,3049992,1/29/2019 2:26:32.000000000 PM,-331
301,3055315,1/29/2019 2:50:16.000000000 PM,3054542,1/29/2019 2:53:34.000000000 PM,-391.5,3056570,1/29/2019 2:32:00.000000000 PM,3058952,1/29/2019 2:33:54.000000000 PM,-1196
302,3052380,1/29/2019 2:57:08.000000000 PM,3052200,1/29/2019 3:00:42.000000000 PM,-95,3056855,1/29/2019 2:34:58.000000000 PM,3057725,1/29/2019 2:38:00.000000000 PM,-440
303,3055232,1/29/2019 3:01:54.000000000 PM,3052095,1/29/2019 3:03:44.000000000 PM,-1573.5,3058490,1/29/2019 2:41:14.000000000 PM,3054262,1/29/2019 2:44:02.000000000 PM,2109
304,3054287,1/29/2019 3:05:40.000000000 PM,3053400,1/29/2019 3:06:38.000000000 PM,-448.5,3053245,1/29/2019 2:50:00.000000000 PM,3055315,1/29/2019 2:50:16.000000000 PM,-1040
305,3053667,1/29/2019 3:08:20.000000000 PM,3052155,1/29/2019 3:09:04.000000000 PM,-761,3054542,1/29/2019 2:53:34.000000000 PM,3050852,1/29/2019 2:56:32.000000000 PM,1840
306,3053367,1/29/2019 3:12:06.000000000 PM,3052390,1/29/2019 3:13:12.000000000 PM,-493.5,3052480,1/29/2019 3:00:46.000000000 PM,3055232,1/29/2019 3:01:54.000000000 PM,-1381
307,3052645,1/29/2019 3:18:02.000000000 PM,3052917,1/29/2019 3:21:46.000000000 PM,131,3052092,1/29/2019 3:03:44.000000000 PM,3054590,1/29/2019 3:05:38.000000000 PM,-1254
308,nan,nan,nan,nan,nan,3053397,1/29/2019 3:06:38.000000000 PM,3053667,1/29/2019 3:08:20.000000000 PM,-140
309,nan,nan,nan,nan,nan,3052255,1/29/2019 3:09:04.000000000 PM,3053367,1/29/2019 3:12:06.000000000 PM,-561
310,nan,nan,nan,nan,nan,3052390,1/29/2019 3:13:12.000000000 PM,3052645,1/29/2019 3:18:02.000000000 PM,-132.5
311,nan,nan,nan,nan,nan,3052935,1/29/2019 3:21:46.000000000 PM,3050745,1/29/2019 3:29:02.000000000 PM,1090
312,nan,nan,nan,nan,nan,3049617,1/29/2019 3:29:54.000000000 PM,3049752,1/29/2019 3:29:54.000000000 PM,-72.5
